Unnamed:_0,tags,value,series_id
238385,adminName,Fidelity Service Company                               ,S000007459
238385,adminName,Fidelity Service Company                               ,S000007493
238385,adminName,Fidelity Service Company                               ,S000007487
238385,adminName,Fidelity Service Company                               ,S000007469
238385,adminName,Fidelity Service Company                               ,S000007473
238385,adminName,Fidelity Service Company                               ,S000007463
247866,adminName,Fidelity Service Company                               ,S000007473
247866,adminName,Fidelity Service Company                               ,S000007463
247866,adminName,Fidelity Service Company                               ,S000007493
247866,adminName,Fidelity Service Company                               ,S000007487
247866,adminName,Fidelity Service Company                               ,S000007469
247866,adminName,Fidelity Service Company                               ,S000007459
257414,adminName,Fidelity Service Company                               ,S000007473
257414,adminName,Fidelity Service Company                               ,S000007463
257414,adminName,Fidelity Service Company                               ,S000007493
257414,adminName,Fidelity Service Company                               ,S000007487
257414,adminName,Fidelity Service Company                               ,S000007469
257414,adminName,Fidelity Service Company                               ,S000007459
266906,adminName,Fidelity Service Company                               ,S000007473
266906,adminName,Fidelity Service Company                               ,S000007463
266906,adminName,Fidelity Service Company                               ,S000007493
266906,adminName,Fidelity Service Company                               ,S000007487
266906,adminName,Fidelity Service Company                               ,S000007469
266906,adminName,Fidelity Service Company                               ,S000007459
276405,adminName,Fidelity Service Company                               ,S000007469
276405,adminName,Fidelity Service Company                               ,S000007459
276405,adminName,Fidelity Service Company                               ,S000007493
276405,adminName,Fidelity Service Company                               ,S000007487
276405,adminName,Fidelity Service Company                               ,S000007473
276405,adminName,Fidelity Service Company                               ,S000007463
285972,adminName,Fidelity Service Company                               ,S000007473
285972,adminName,Fidelity Service Company                               ,S000007463
285972,adminName,Fidelity Service Company                               ,S000007493
285972,adminName,Fidelity Service Company                               ,S000007487
285972,adminName,Fidelity Service Company                               ,S000007469
285972,adminName,Fidelity Service Company                               ,S000007459
295531,adminName,Fidelity Service Company                               ,S000007469
295531,adminName,Fidelity Service Company                               ,S000007459
295531,adminName,Fidelity Service Company                               ,S000007493
295531,adminName,Fidelity Service Company                               ,S000007487
295531,adminName,Fidelity Service Company                               ,S000007473
295531,adminName,Fidelity Service Company                               ,S000007463
305087,adminName,Fidelity Service Company                               ,S000007469
305087,adminName,Fidelity Service Company                               ,S000007459
305087,adminName,Fidelity Service Company                               ,S000007493
305087,adminName,Fidelity Service Company                               ,S000007487
305087,adminName,Fidelity Service Company                               ,S000007473
305087,adminName,Fidelity Service Company                               ,S000007463
314631,adminName,Fidelity Service Company                               ,S000007469
314631,adminName,Fidelity Service Company                               ,S000007459
314631,adminName,Fidelity Service Company                               ,S000007493
314631,adminName,Fidelity Service Company                               ,S000007487
314631,adminName,Fidelity Service Company                               ,S000007454
314631,adminName,Fidelity Service Company                               ,S000007473
314631,adminName,Fidelity Service Company                               ,S000007463
151,adminName,"Ultimus Fund Services, LLC                             ",S000010517
173,adminName,"Ultimus Fund Solutions, LLC                            ",S000010534
185,adminName,"Ultimus Fund Solutions, LLC                            ",S000069481
306,adminName,"Ultimus Fund Solutions, LLC                            ",S000069481
367,adminName,State Street Bank and Trust Company                    ,S000071770
373,adminName,J.P. Morgan Investment Management Inc.                 ,S000057630
379,adminName,"JPMorgan Chase Bank, N.A.                              ",S000057630
408,adminName,"JPMorgan Chase Bank, N.A.                              ",S000060180
408,adminName,"JPMorgan Chase Bank, N.A.                              ",S000063668
408,adminName,"JPMorgan Chase Bank, N.A.                              ",S000074053
408,adminName,"JPMorgan Chase Bank, N.A.                              ",S000054488
414,adminName,J.P. Morgan Investment Management Inc.                 ,S000060180
414,adminName,J.P. Morgan Investment Management Inc.                 ,S000063668
414,adminName,J.P. Morgan Investment Management Inc.                 ,S000074053
414,adminName,J.P. Morgan Investment Management Inc.                 ,S000054488
426,adminName,"Charles Schwab Investment Management, Inc.             ",S000015878
428,adminName,Fidelity Service Company                               ,S000040658
447,adminName,State Street Bank and Trust Company                    ,S000005485
447,adminName,State Street Bank and Trust Company                    ,S000077554
447,adminName,State Street Bank and Trust Company                    ,S000005489
447,adminName,State Street Bank and Trust Company                    ,S000034948
447,adminName,State Street Bank and Trust Company                    ,S000004922
447,adminName,State Street Bank and Trust Company                    ,S000005488
447,adminName,State Street Bank and Trust Company                    ,S000068925
447,adminName,State Street Bank and Trust Company                    ,S000072426
459,adminName,Fidelity Service Company                               ,S000005448
459,adminName,Fidelity Service Company                               ,S000005447
503,adminName,Fidelity Service Company                               ,S000054519
503,adminName,Fidelity Service Company                               ,S000017679
503,adminName,Fidelity Service Company                               ,S000017677
525,adminName,"Citi Fund Services Ohio, Inc.                          ",S000037227
525,adminName,"Citi Fund Services Ohio, Inc.                          ",S000037226
525,adminName,"Citi Fund Services Ohio, Inc.                          ",S000012927
525,adminName,"Citi Fund Services Ohio, Inc.                          ",S000012929
525,adminName,"Citi Fund Services Ohio, Inc.                          ",S000012897
531,adminName,Victory Capital Management Inc.                        ,S000037227
531,adminName,Victory Capital Management Inc.                        ,S000037226
531,adminName,Victory Capital Management Inc.                        ,S000012927
531,adminName,Victory Capital Management Inc.                        ,S000012929
531,adminName,Victory Capital Management Inc.                        ,S000012897
555,adminName,"JPMorgan Chase Bank, N.A.                              ",S000057630
561,adminName,J.P. Morgan Investment Management Inc.                 ,S000057630
589,adminName,State Street Bank and Trust Company                    ,S000071770
596,adminName,State Street Bank and Trust Company                    ,S000068925
596,adminName,State Street Bank and Trust Company                    ,S000072426
596,adminName,State Street Bank and Trust Company                    ,S000005488
596,adminName,State Street Bank and Trust Company                    ,S000005485
596,adminName,State Street Bank and Trust Company                    ,S000077554
596,adminName,State Street Bank and Trust Company                    ,S000005489
596,adminName,State Street Bank and Trust Company                    ,S000034948
596,adminName,State Street Bank and Trust Company                    ,S000004922
612,adminName,J.P. Morgan Investment Management Inc.                 ,S000060180
612,adminName,J.P. Morgan Investment Management Inc.                 ,S000063668
612,adminName,J.P. Morgan Investment Management Inc.                 ,S000074053
612,adminName,J.P. Morgan Investment Management Inc.                 ,S000054488
618,adminName,"JPMorgan Chase Bank, N.A.                              ",S000060180
618,adminName,"JPMorgan Chase Bank, N.A.                              ",S000063668
618,adminName,"JPMorgan Chase Bank, N.A.                              ",S000074053
618,adminName,"JPMorgan Chase Bank, N.A.                              ",S000054488
679,adminName,Fidelity Service Company                               ,S000065248
679,adminName,Fidelity Service Company                               ,S000006023
745,adminName,J.P. Morgan Investment Management Inc.                 ,S000057630
751,adminName,"JPMorgan Chase Bank, N.A.                              ",S000057630
765,adminName,Victory Capital Management Inc.                        ,S000037227
765,adminName,Victory Capital Management Inc.                        ,S000037226
765,adminName,Victory Capital Management Inc.                        ,S000012927
765,adminName,Victory Capital Management Inc.                        ,S000012929
765,adminName,Victory Capital Management Inc.                        ,S000012897
771,adminName,"Citi Fund Services Ohio, Inc.                          ",S000037227
771,adminName,"Citi Fund Services Ohio, Inc.                          ",S000037226
771,adminName,"Citi Fund Services Ohio, Inc.                          ",S000012927
771,adminName,"Citi Fund Services Ohio, Inc.                          ",S000012929
771,adminName,"Citi Fund Services Ohio, Inc.                          ",S000012897
775,adminName,Fidelity Service Company                               ,S000007459
775,adminName,Fidelity Service Company                               ,S000007462
775,adminName,Fidelity Service Company                               ,S000007487
775,adminName,Fidelity Service Company                               ,S000007481
775,adminName,Fidelity Service Company                               ,S000007473
775,adminName,Fidelity Service Company                               ,S000007463
775,adminName,Fidelity Service Company                               ,S000007493
792,adminName,State Street Bank and Trust Company                    ,S000071770
802,adminName,State Street Bank and Trust Company                    ,S000068925
802,adminName,State Street Bank and Trust Company                    ,S000072426
802,adminName,State Street Bank and Trust Company                    ,S000005488
802,adminName,State Street Bank and Trust Company                    ,S000005485
802,adminName,State Street Bank and Trust Company                    ,S000077554
802,adminName,State Street Bank and Trust Company                    ,S000005489
802,adminName,State Street Bank and Trust Company                    ,S000034948
802,adminName,State Street Bank and Trust Company                    ,S000004922
809,adminName,"JPMorgan Chase Bank, N.A.                              ",S000054488
809,adminName,"JPMorgan Chase Bank, N.A.                              ",S000060180
809,adminName,"JPMorgan Chase Bank, N.A.                              ",S000063668
809,adminName,"JPMorgan Chase Bank, N.A.                              ",S000074053
815,adminName,J.P. Morgan Investment Management Inc.                 ,S000054488
815,adminName,J.P. Morgan Investment Management Inc.                 ,S000060180
815,adminName,J.P. Morgan Investment Management Inc.                 ,S000063668
815,adminName,J.P. Morgan Investment Management Inc.                 ,S000074053
988,adminName,State Street Bank and Trust Company                    ,S000071770
1004,adminName,State Street Bank and Trust Company                    ,S000068925
1004,adminName,State Street Bank and Trust Company                    ,S000072426
1004,adminName,State Street Bank and Trust Company                    ,S000005488
1004,adminName,State Street Bank and Trust Company                    ,S000005485
1004,adminName,State Street Bank and Trust Company                    ,S000077554
1004,adminName,State Street Bank and Trust Company                    ,S000005489
1004,adminName,State Street Bank and Trust Company                    ,S000034948
1004,adminName,State Street Bank and Trust Company                    ,S000004922
1043,adminName,"Citi Fund Services Ohio, Inc.                          ",S000037227
1043,adminName,"Citi Fund Services Ohio, Inc.                          ",S000037226
1043,adminName,"Citi Fund Services Ohio, Inc.                          ",S000012927
1043,adminName,"Citi Fund Services Ohio, Inc.                          ",S000012929
1043,adminName,"Citi Fund Services Ohio, Inc.                          ",S000012897
1049,adminName,Victory Capital Management Inc.                        ,S000037227
1049,adminName,Victory Capital Management Inc.                        ,S000037226
